Timestamp (LST=UTC-4), WS(m/s), WDv(deg), WDv(deg) simp, WDv(deg) des, Ta(C), RH(%), Prs(hPa), Prcp(mm), Prcp(mm), Snow(cm),Snow (mm), Rsw(W/m2)
2022-01-01,9.5,104.6,90,E,0.4,91.8,980.1,2.1,-2.1,0,0,95.7
2022-01-02,9.6,107.7,90,E,1.3,89.2,976,5.8,-5.8,0,0,146.6
2022-01-03,10.9,128.2,135,SE,0.7,92.8,969.2,12.5,-12.5,8,80,54
2022-01-04,2.4,126,135,SE,2.2,78.5,980.1,2.7,-2.7,0,0,234.2
2022-01-05,1.4,4.3,0,N,2,83.6,989.6,0.1,-0.1,0,0,179
2022-01-06,3.3,10,0,N,2,73.5,997.8,0,0,0,0,187.8
2022-01-07,5.4,325.7,315,NO,1.8,88,992.1,1.8,-1.8,0,0,109.2
2022-01-08,3.5,150.6,135,SE,2.8,91.8,985.1,2.3,-2.3,0,0,131.1
2022-01-09,5.9,308.5,315,NO,1.4,92.5,984.4,0.2,-0.2,0,0,101.7
2022-01-10,8.6,33.7,45,NE,2.4,83.7,965.7,1.9,-1.9,0,0,102.3
2022-01-11,7.5,136.2,135,SE,0.9,93.9,968.7,3.1,-3.1,0,0,109.3
2022-01-12,2.7,241.6,225,SO,1.1,94,983.3,0.4,-0.4,0,0,103.7
2022-01-13,3.6,347.9,0,N,1.8,87.3,988.8,1.1,-1.1,0,0,204.9
2022-01-14,4.5,34.3,45,NE,1.4,86.7,993.3,1.1,-1.1,0,0,129.6
2022-01-15,3.3,105.3,90,E,1.5,70.6,1002.8,0,0,0,0,275.1
2022-01-16,3.5,340.3,0,N,1.1,79.3,1003.4,1,-1,0,0,227.6
2022-01-17,5.2,288.4,270,O,2.1,77.2,996,0,0,0,0,280.3
2022-01-18,11.7,226.1,225,SO,2.3,73.8,988.1,0,0,0,0,234.5
2022-01-19,7,274,270,O,2,84.4,997.2,0,0,0,0,92.5
2022-01-20,8.2,307.1,315,NO,2.3,95.5,992.4,2.2,-2.2,0,0,79.4
2022-01-21,8.3,318.9,315,NO,2.9,93.6,990.5,0,0,0,0,148.2
2022-01-22,8.4,329,315,NO,4.1,87.1,988.1,1.6,-1.6,0,0,148.8
2022-01-23,5.4,342.4,0,N,3.5,86.6,989.9,0,0,0,0,227.4
2022-01-24,3.2,131.7,135,SE,2.7,90.2,983.1,17.8,-17.8,0,0,70.6
2022-01-25,4.6,158.6,180,S,2.2,92.4,987.4,2.6,-2.6,0,0,117.8
2022-01-26,7,275.6,270,O,2.1,84.3,990.6,0.9,-0.9,0,0,178.7
2022-01-27,6.4,222.4,225,SO,2.5,84.8,988,0.2,-0.2,0,0,146.5
2022-01-28,3.4,296.7,315,NO,2.5,79.4,1000.1,0,0,0,0,211.5
2022-01-29,3.3,343.4,0,N,2.2,80.1,1001.1,1.3,-1.3,0,0,141.6
2022-01-30,7.2,11.9,0,N,4.7,86.4,992.8,6.3,-6.3,0,0,65.5
2022-01-31,1.8,146.9,135,SE,1.2,95.3,975,11.9,-11.9,0,0,66.3
2022-02-01,5.5,293.5,315,NO,1.2,94.1,958.4,8.4,-8.4,0,0,89.5
2022-02-02,9.3,262.8,270,O,1.6,83.6,970.2,0,0,0,0,143.5
2022-02-03,11.5,230,225,SO,1.5,74.8,982.6,0,0,0,0,129
2022-02-04,6.9,255.6,270,O,3,82.9,994.5,0,0,0,0,267
2022-02-05,7.4,344.3,0,N,2.7,94.8,994.8,1.7,-1.7,0,0,81.3
2022-02-06,5.3,244.8,225,SO,2.2,92.4,996.4,1.8,-1.8,0,0,83.6
2022-02-07,11.4,360,0,N,7.4,81.6,1003.2,0.3,-0.3,0,0,116.8
2022-02-08,13.6,4.9,0,N,6.3,80.9,992.9,0,0,0,0,207.9
2022-02-09,5.6,344.6,0,N,3.7,87.3,1003,0,0,0,0,180.2
2022-02-10,1.7,273.2,270,O,1.3,94.7,1001.1,0.1,-0.1,0,0,114.8
2022-02-11,5,327,315,NO,1.4,94.9,988.4,0.7,-0.7,0,0,75.4
2022-02-12,6.4,193.4,180,S,2.4,83.4,970.3,0,0,0,0,78.7
2022-02-13,5,252.4,270,O,2,79,980,0,0,0,0,125.6
2022-02-14,8.8,283.3,270,O,2.2,79.3,983.6,1.1,-1.1,0,0,196.9
2022-02-15,8,350.4,0,N,2.5,90.7,975.7,3.4,-3.4,0,0,106.9
2022-02-16,5.5,13,0,N,1.9,89,981.6,1.7,-1.7,0,0,116.8
2022-02-17,5.3,72.6,90,E,2.1,88.6,972.7,4.1,-4.1,0,0,52.4
2022-02-18,7,98.3,90,E,0.5,88.4,987,0.9,-0.9,0.8,8,169
2022-02-19,9.6,242.9,225,SO,1.9,74.2,1002.2,0,0,0,0,217.2
2022-02-20,7.8,274.5,270,O,2.2,89.4,1007.9,0,0,0,0,122
2022-02-21,12.4,288.7,270,O,2.9,91.7,988,1.5,-1.5,0,0,46.2
2022-02-22,7.9,245,225,SO,2.1,88.1,986.6,0.5,-0.5,0,0,34.7
2022-02-23,7.2,273.4,270,O,2.2,87.1,995.3,0.4,-0.4,0,0,97.7
2022-02-24,7.2,325.6,315,NO,2.1,94.7,984,2.4,-2.4,0,0,39.3
2022-02-25,4.1,319.9,315,NO,1.4,88,987.8,0,0,0,0,85.8
2022-02-26,7.3,335.9,315,NO,2.3,88,985.2,0.5,-0.5,0,0,78.5
2022-02-27,7.2,349.8,0,N,2.6,91.1,983.3,2.5,-2.5,0,0,81.2
2022-02-28,1.9,311.8,315,NO,0.7,92.3,987.9,0.1,-0.1,0,0,113.7
2022-03-01,3.7,95,90,E,0.7,83.8,993.4,0.1,-0.1,0,0,118.5
2022-03-02,3.1,34.6,45,NE,0.4,80.7,1003.6,0,0,0,0,47
2022-03-03,3.8,41.9,45,NE,0.4,71.9,1006.9,0,0,0,0,140.5
2022-03-04,4.9,80.8,90,E,0.2,75.3,1002.7,0,0,0,0,47.7
2022-03-05,7.6,114,135,SE,0.3,90.8,999.5,2.6,-2.6,0,0,41.7
2022-03-06,5.5,92.9,90,E,0.9,85.9,1003.1,0.3,-0.3,0,0,118.2
2022-03-07,1.7,58.6,45,NE,1.9,80.8,1006.2,0,0,0,0,54.4
2022-03-08,2.8,18.5,0,N,2.1,73.3,1006.3,0,0,0,0,126.8
2022-03-09,10.9,4.1,0,N,3.1,85.6,1001.4,1.8,-1.8,0,0,60
2022-03-10,4.9,289,270,O,2.5,85.9,1005.7,0,0,0,0,167.7
2022-03-11,9.8,323.1,315,NO,2.6,84.6,998.1,0.2,-0.2,0,0,124.4
2022-03-12,5.5,304.6,315,NO,1.9,94.3,991.8,0.2,-0.2,0,0,56.6
2022-03-13,6.2,90.8,90,E,1.2,88.2,982.6,0.1,-0.1,0,0,68.6
2022-03-14,9.5,99.2,90,E,-2.7,85.8,988.8,0,0,0,0,63.4
2022-03-15,11.3,94.8,90,E,-2.7,91.2,990.3,0,0,9,90,49
2022-03-16,10.1,105,90,E,-4.3,89.3,989.9,0,0,2,20,64.5
2022-03-17,4.8,275.5,270,O,0.1,79,996.2,0,0,0,0,112
2022-03-18,5.7,236.2,225,SO,0.1,71.5,1004.6,0,0,0,0,69
2022-03-19,7.5,292.8,315,NO,1.6,93.2,1004.8,0,0,0,0,37.8
2022-03-20,10.3,331.8,315,NO,1.9,91.6,989.1,3.1,-3.1,0,0,31.3
2022-03-21,9.1,326.1,315,NO,1.4,90,975,0.5,-0.5,0,0,64.8
2022-03-22,10.6,343.9,0,N,2.2,88.8,969.5,3,-3,2,20,26.2
2022-03-23,10.6,279.2,270,O,1.1,74.1,990.8,0,0,0,0,93.5
2022-03-24,11.5,351,0,N,2.2,86.7,993.4,6.8,-6.8,0,0,33.2
2022-03-25,10,343,0,N,2.6,89.3,991.4,1.6,-1.6,0,0,46.5
2022-03-26,5,336.8,315,NO,2.6,88.7,991.9,0,0,0,0,77.1
2022-03-27,7.9,105.2,90,E,0.8,92.5,984.2,3.5,-3.5,1,10,17.5
2022-03-28,6.6,123.4,135,SE,-2.1,96,981.2,0,0,8,80,35.2
2022-03-29,3.9,286.4,270,O,-0.8,94.9,992,0.6,-0.6,1,10,115.7
2022-03-30,4.2,6.5,0,N,0,84.4,995.3,0.1,-0.1,0,0,37.8
2022-03-31,7.7,342.9,0,N,2,86,981.5,5.6,-5.6,0,0,33.8
2022-04-01,8.8,299.7,315,NO,2.1,87.7,978,0.6,-0.6,0,0,50.2
2022-04-02,7,333.2,315,NO,1.7,93,987.5,1.1,-1.1,0,0,39
2022-04-03,11.6,5.8,0,N,2.4,87.8,974.3,8.9,-8.9,0,0,27.6
2022-04-04,7.3,22.5,0,N,1,86.3,972.6,0.7,-0.7,0,0,62.7
2022-04-05,7.7,82.7,90,E,-2.9,82.5,981.6,0,0,1,10,54.1
2022-04-06,6.1,89.8,90,E,-4.5,78.1,990.5,0,0,1,10,38.1
2022-04-07,4.2,259.8,270,O,-1.7,70.1,1003.6,0,0,0,0,74.7
2022-04-08,7.3,301.8,315,NO,1.2,88.1,1004.2,0,0,0,0,23.1
2022-04-09,11.1,312.1,315,NO,1.7,90.7,986.7,6.2,-6.2,0,0,32.5
2022-04-10,9.8,285.7,270,O,1.4,85.2,981,0.4,-0.4,0,0,60.5
2022-04-11,8.9,310.9,315,NO,1.2,87.2,984.4,1.5,-1.5,0,0,28.4
2022-04-12,12.9,359.6,0,N,2.3,88.8,974.7,17.9,-17.9,0,0,14.8
2022-04-13,6.6,61.5,45,NE,-0.7,88.2,971.4,0.3,-0.3,1,10,52.5
2022-04-14,6.5,312.4,315,NO,0.9,93.6,971.5,3.4,-3.4,3,30,17.7
2022-04-15,4.3,276.2,270,O,0.9,91.8,981.7,5.8,-5.8,3,30,21.7
2022-04-16,8.8,223.8,225,SO,-0.5,69.8,998.8,0,0,0,0,15.3
2022-04-17,5.3,274.9,270,O,0,71.9,1004.8,0,0,0,0,50.1
2022-04-18,6.1,39.1,45,NE,0.9,88.1,990.7,1.3,-1.3,0,0,17.1
2022-04-19,7,9.2,0,N,1.9,83.6,997.9,0,0,0,0,21.6
2022-04-20,7.6,357.7,0,N,2.2,88.1,982.1,3.5,-3.5,0,0,22.8
2022-04-21,5,94.6,90,E,-0.2,88.5,978.5,1.8,-1.8,0,0,19.9
2022-04-22,4.7,316.7,315,NO,-0.1,90.1,986.8,0,0,0,0,20.3
2022-04-23,9.9,5.4,0,N,1.6,83.4,986.5,2.1,-2.1,0,0,30
2022-04-24,4.9,9.8,0,N,1.6,88.5,991.5,1.1,-1.1,0,0,37.6
2022-04-25,10.4,96.7,90,E,-1.6,87.7,988.1,0,0,0,0,21.7
2022-04-26,9.2,97.4,90,E,-5.6,86.8,993.1,0,0,3,30,13.8
2022-04-27,4.6,343.2,0,N,-3.4,78.9,994.2,0,0,0,0,15.8
2022-04-28,9.1,100.8,90,E,-7.5,81.2,994.4,0,0,4,40,22.4
2022-04-29,5.8,79.2,90,E,-7.3,74,1006.7,0,0,0,0,39.2
2022-04-30,7,294.5,315,NO,-2.4,79.6,1008.5,0,0,0,0,14.9
2022-05-01,7.7,324.6,315,NO,1,95.5,996.3,3.1,-3.1,0,0,9.4
2022-05-02,6.8,341.4,0,N,0.8,90.9,986.2,2.2,-2.2,0,0,14.1
2022-05-03,8.7,79.2,90,E,-4.6,85.3,977.1,0.1,-0.1,0,0,14.3
2022-05-04,12.1,80.5,90,E,-8.9,84.6,975.6,0,0,1,10,5.7
2022-05-05,9.4,355.5,0,N,0.8,88.5,976.7,2.2,-2.2,0,0,7.2
2022-05-06,8,314.8,315,NO,-0.5,84,983.1,0,0,0,0,14.9
2022-05-07,13.5,83.9,90,E,-9.1,84.2,986.1,0,0,0,0,11.6
2022-05-08,18,89.1,90,E,-13.2,83.8,980.8,0,0,0,0,7.7
2022-05-09,13.4,91.3,90,E,-10.7,84.6,989.9,0,0,0,0,5.3
2022-05-10,7.6,24.1,45,NE,-3.8,89,1000.2,0.8,-0.8,2,20,15.2
2022-05-11,11,329.2,315,NO,1.7,93.8,994.3,4.2,-4.2,0,0,5.3
2022-05-12,6.3,302.7,315,NO,0.7,94.1,1007.3,0,0,0,0,7.5
2022-05-13,6.3,358.2,0,N,2.4,84.5,1013.1,0,0,0,0,20
2022-05-14,9.2,359.8,0,N,2.6,88.7,1003.6,0.6,-0.6,0,0,8.9
2022-05-15,8.5,300.3,315,NO,0.7,91.7,1007.8,0.3,-0.3,0,0,5.9
2022-05-16,13.9,303.8,315,NO,1.5,84,996.3,9.1,-9.1,0,0,2.5
2022-05-17,6.5,279.6,270,O,0.3,79.1,1013.4,0,0,0,0,18.1
2022-05-18,8.9,340.8,0,N,0.7,91.9,1003.6,0.1,-0.1,0,0,4.6
2022-05-19,6.4,319.7,315,NO,1.1,92.8,1003.9,0.1,-0.1,0,0,4.9
2022-05-20,7.5,326.5,315,NO,2.8,91.3,1000.5,0.1,-0.1,0,0,7.6
2022-05-21,7.3,11.5,0,N,1.5,88.3,992.1,0,0,0,0,12.8
2022-05-22,7.5,305.9,315,NO,0.3,89.6,987.4,0.3,-0.3,0,0,5.2
2022-05-23,6.3,169.2,180,S,-2,88.2,984.3,0,0,0,0,5
2022-05-24,7.8,276.2,270,O,-1.3,85.2,978.3,0,0,2,20,3.7
2022-05-25,8.6,131.4,135,SE,-6.1,80.4,981.8,0,0,2,20,11.7
2022-05-26,7.3,108.4,90,E,-6.9,78.8,981.6,0,0,1,10,11.1
2022-05-27,3.4,124,135,SE,-6,65.8,990.1,0,0,0,0,7.5
2022-05-28,5.1,167.3,180,S,-5.8,59.2,997.6,0,0,0,0,10.1
2022-05-29,3.4,353.2,0,N,-3.5,75.3,1000.5,0,0,0,0,7
2022-05-30,6.6,97.8,90,E,-3.4,75.3,1002.7,0,0,0,0,6.3
2022-05-31,7.3,323.4,315,NO,-3.9,84.2,1008.2,0,0,0,0,3.2
2022-06-01,8.1,268.6,270,O,-1,82.6,999.5,0,0,0,0,4.2
2022-06-02,10.9,319.2,315,NO,-0.7,84.4,991.5,0.1,-0.1,0,0,3.9
2022-06-03,12.9,332.8,315,NO,0.4,82.2,978.3,2.6,-2.6,0,0,5.2
2022-06-04,15.6,336.2,315,NO,0.7,77.7,968.6,2.5,-2.5,0,0,2.4
2022-06-05,14.6,349.7,0,N,1.6,87.2,971.5,10.2,-10.2,0,0,3.2
2022-06-06,12.3,352.7,0,N,1.4,88.4,968.3,4.8,-4.8,0,0,1.6
2022-06-07,14.4,358.3,0,N,1.5,85.2,984.4,2.3,-2.3,0,0,1
2022-06-08,14.3,5.7,0,N,2.2,87.3,989.9,13.2,-13.2,0,0,2.2
2022-06-09,3.4,233.2,225,SO,-0.9,86.7,1004.3,0.3,-0.3,3,30,5.5
2022-06-10,11.1,5.8,0,N,0.2,81.4,1002.5,0,0,0,0,4.1
2022-06-11,10.6,321.6,315,NO,0.4,85,985.6,1.8,-1.8,5,50,1.8
2022-06-12,4.5,291.9,270,O,-1,91.4,988,0.1,-0.1,5,50,4
2022-06-13,8,316.8,315,NO,-0.6,91.5,983.3,0,0,0,0,3.3
2022-06-14,10.6,250.3,270,O,-2.8,72.6,984,0,0,0,0,3.1
2022-06-15,10.1,29.5,45,NE,-2,89.9,971.6,0,0,3,30,0.9
2022-06-16,10.6,100,90,E,-8.3,86.4,981.9,0,0,6,60,3.6
2022-06-17,6.9,161.3,180,S,-6.2,69.2,992.7,0,0,2,20,2.2
2022-06-18,6.7,136.2,135,SE,-6.6,67.3,997,0,0,0,0,2.8
2022-06-19,6.5,99.5,90,E,-7.7,62.4,1002.3,0,0,0,0,6.9
2022-06-20,6.1,262.2,270,O,-3.5,79.2,998.9,0,0,0,0,2.8
2022-06-21,9.1,100.3,90,E,-8.8,80.6,995.2,0,0,4,40,3.3
2022-06-22,9.1,97.9,90,E,-10.2,81.7,996.2,0,0,4,40,3.8
2022-06-23,2.9,328.2,315,NO,-5.5,75.3,1003.3,0,0,0,0,5.8
2022-06-24,3.6,302,315,NO,-1.3,86.5,997.1,0,0,0,0,2.8
2022-06-25,6,313.6,315,NO,-0.4,92.3,988.5,0,0,2,20,2.9
2022-06-26,7.4,88.2,90,E,-4.2,91.4,968.5,0,0,4,40,3.1
2022-06-27,4.7,68.5,90,E,-4.6,83.4,979.8,0,0,4,40,3.4
2022-06-28,7.3,355.3,0,N,0,88.6,981.3,0,0,4,40,2.4
2022-06-29,5.1,81.2,90,E,-5.4,87.3,984.4,0,0,0,0,2.7
2022-06-30,4,47.1,45,NE,-5.1,84.4,991.8,0,0,0,0,3.7
2022-07-01,5.7,63.6,45,NE,-8.3,79.5,1000.5,0,0,0,0,4.3
2022-07-02,6.1,78.8,90,E,-10.1,81.1,1005.6,0,0,2,20,7.2
2022-07-03,6,7,0,N,-3.1,80.8,1004.9,0,0,0,0,5.2
2022-07-04,8.7,2.2,0,N,0.8,85.5,999.5,0,0,0,0,3.6
2022-07-05,5.8,55.7,45,NE,1.9,82.9,989.5,2.2,-2.2,0,0,4.2
2022-07-06,3.7,6.6,0,N,-0.8,86,982.5,0,0,1,10,8.7
2022-07-07,3.9,322,315,NO,-2.8,88.2,987,0,0,2,20,10.9
2022-07-08,5,272.7,270,O,-3,83.6,984.6,0,0,0,0,3.5
2022-07-09,4.2,238.9,225,SO,-4.4,80.4,988.1,0,0,4,40,7.9
2022-07-10,3.3,229.6,225,SO,-4.5,76.7,1001.8,0,0,0,0,3.6
2022-07-11,6.3,279.9,270,O,-1.1,85.9,1006.7,0,0,0,0,6.4
2022-07-12,6.1,312.1,315,NO,-1.9,92,1012.2,0,0,0,0,8.1
2022-07-13,7,274.8,270,O,-1.2,88.6,1015.1,0,0,0,0,6.9
2022-07-14,6.4,280.8,270,O,-1.1,86.8,1012.3,0,0,0,0,6.1
2022-07-15,8.2,316.7,315,NO,-1.5,93.2,1014.1,0,0,0,0,8.1
2022-07-16,12.5,349.6,0,N,0.1,90.1,997.6,0.1,-0.1,2,20,6.5
2022-07-17,10.8,8.2,0,N,0.5,93.7,990,0.4,-0.4,2,20,4
2022-07-18,6.4,60.1,45,NE,-1.4,88.2,980.2,0,0,6,60,4.4
2022-07-19,13.2,92.2,90,E,-8.1,86.7,970.1,0,0,2,20,10.1
2022-07-20,10.1,88.7,90,E,-10,75.9,972.1,0,0,1,10,8.6
2022-07-21,9.4,69.4,90,E,-9.1,75.1,976.2,0,0,2,20,6.3
2022-07-22,3.9,108.3,90,E,-6.6,69.8,985.3,0,0,0,0,13.7
2022-07-23,3.6,318.4,315,NO,-5.1,76.8,994,0,0,0,0,21.9
2022-07-24,10.2,302,315,NO,-0.9,88.9,986.8,0,0,6,60,6.1
2022-07-25,10.8,261.4,270,O,-2.4,82.8,975.7,0,0,4,40,8.6
2022-07-26,12.8,283.8,270,O,-0.1,88.7,983.3,0,0,6,60,12.9
2022-07-27,9.8,313,315,NO,-0.1,96.8,974.8,0,0,8,80,8.5
2022-07-28,5.2,35.8,45,NE,-2.1,81.5,972.2,0,0,0,0,24.2
2022-07-29,7.2,313.3,315,NO,-1.5,83.4,963,0,0,2,20,14.1
2022-07-30,11.6,68.3,90,E,-5.8,84.9,967.4,0,0,2,20,16
2022-07-31,11.3,122.9,135,SE,-6.6,81.6,981.2,0,0,4,40,8.2
2022-08-01,7.5,4.6,0,N,-1,77.7,993,0.7,-0.7,2,20,19.6
2022-08-02,11.8,313.9,315,NO,-0.4,89.1,991.3,4.6,-4.6,4,40,4.8
2022-08-03,5.3,194.6,180,S,-3.6,73.2,1011.3,0,0,0,0,24.8
2022-08-04,3.4,44.3,45,NE,-6.8,73.3,1019,0,0,0,0,23.1
2022-08-05,10.4,321.8,315,NO,-2,82.4,1009,0.1,-0.1,1,10,19.1
2022-08-06,9.1,286.5,270,O,-0.9,85.6,1011.8,0,0,0,0,9
2022-08-07,9.8,290.7,270,O,-0.2,91.9,1009.9,0,0,1,10,18
2022-08-08,7.6,316.9,315,NO,-0.5,95.6,1011.1,0,0,1,10,13.5
2022-08-09,6.2,2.3,0,N,0.6,87.9,1002.9,0,0,2,20,22.4
2022-08-10,8.2,354.4,0,N,0.2,89.7,996.1,0,0,1,10,19.7
2022-08-11,6.9,324.4,315,NO,0,87.5,998.2,0,0,0,0,18
2022-08-12,5.3,348.9,0,N,-0.1,77.7,994.9,0,0,0,0,31
2022-08-13,8.2,109,90,E,-2.3,83.7,990.4,0.1,-0.1,4,40,21.3
2022-08-14,9.2,102.6,90,E,-3.6,71.1,989.3,0,0,0,0,26
2022-08-15,15.3,108.4,90,E,-7.1,77,992.5,0,0,4,40,25.5
2022-08-16,10.6,101.3,90,E,-8.7,68.6,1000.8,0,0,0,0,46.2
2022-08-17,5.5,319.8,315,NO,-5.6,70.9,1006.6,0,0,0,0,37.4
2022-08-18,11.2,353.9,0,N,-2,84,993.8,0,0,6,60,33
2022-08-19,4.7,317.1,315,NO,-1,91.5,985.9,0,0,0,0,27
2022-08-20,4.1,340.7,0,N,-1.1,85.4,1001,0,0,0,0,50.2
2022-08-21,9.5,352.4,0,N,0.4,92.9,992.5,1.1,-1.1,6,60,13.5
2022-08-22,8.7,315,315,NO,-0.1,91.4,982.5,0,0,2,20,23
2022-08-23,13.4,336.6,315,NO,-0.1,93.3,975.4,0.3,-0.3,1,10,13.2
2022-08-24,11,339.1,0,N,-0.4,88.8,971,0,0,0,0,34.2
2022-08-25,9.5,335.1,315,NO,-0.7,87.8,966.4,0,0,1,10,32.4
2022-08-26,11.2,83.3,90,E,-5.6,86.4,969.1,0,0,6,60,36.9
2022-08-27,3.6,117.6,135,SE,-5.9,75.3,989.4,0,0,0,0,49.7
2022-08-28,4,332.4,315,NO,-3.7,80.4,995.9,0,0,0,0,27.6
2022-08-29,9.1,305.3,315,NO,-0.3,87.8,984.1,0,0,0,0,24.8
2022-08-30,8,324.1,315,NO,0,92.2,994.5,0,0,0,0,34.9
2022-08-31,11.5,346.8,0,N,0.6,95.1,988.2,0.9,-0.9,0,0,27.3
2022-09-01,10.3,345.7,0,N,0.6,90.4,984.5,0.3,-0.3,0,0,38.5
2022-09-02,8.5,286.8,270,O,-0.9,84.4,981.5,0,0,0,0,43.3
2022-09-03,8.9,247.3,225,SO,-2.5,71.1,987.3,0,0,0,0,89.1
2022-09-04,7.7,314,315,NO,-1.3,88.5,987.8,0,0,1,10,27.4
2022-09-05,10,43,45,NE,-1.1,86.9,962.3,0.8,-0.8,4,40,25.9
2022-09-06,11.7,121.8,135,SE,-8,80.1,978.9,0,0,2,20,44.9
2022-09-07,7.4,8.2,0,N,-5.8,76.5,1002.7,0,0,2,20,51.8
2022-09-08,10,347.2,0,N,-1.1,81.4,997.8,0,0,0,0,75.3
2022-09-09,12.5,339.3,0,N,0.4,94.3,974.3,0.7,-0.7,0,0,28
2022-09-10,7.8,303.6,315,NO,-0.2,93.8,978,0.1,-0.1,6,60,34.4
2022-09-11,11.1,325.8,315,NO,0,94.6,981.1,0.2,-0.2,1,10,23.1
2022-09-12,9.1,291.8,270,O,-0.1,89.2,995,0.1,-0.1,1,10,66.4
2022-09-13,11.8,351,0,N,1.1,85.5,1002.4,0.2,-0.2,0,0,72.8
2022-09-14,14.1,347.2,0,N,0.9,84.9,988.7,0.7,-0.7,0,0,48.8
2022-09-15,12.1,351.6,0,N,0.5,86,979,0.3,-0.3,3,30,41
2022-09-16,10.2,298,315,NO,-1.2,86,980.8,0,0,2,20,76
2022-09-17,5.1,234.7,225,SO,-1.9,93.4,987.2,0,0,3,30,72.1
2022-09-18,7.3,272,270,O,-0.8,88.9,1007.3,0,0,0,0,51.5
2022-09-19,8.3,296.3,315,NO,-0.1,96,1014,0.1,-0.1,0,0,56.8
2022-09-20,2.4,319.2,315,NO,0,95.8,1012.7,0.1,-0.1,0,0,33
2022-09-21,9.6,355.5,0,N,1.4,85.6,1005.1,1.1,-1.1,0,0,114.2
2022-09-22,13.2,349.5,0,N,1.2,91.1,992.5,1.8,-1.8,0,0,44.2
2022-09-23,11.3,357.4,0,N,1.8,84.1,996.7,0.2,-0.2,0,0,68.5
2022-09-24,5.6,330.5,315,NO,0,90.8,990.8,0.2,-0.2,2,20,83.8
2022-09-25,4.7,320,315,NO,-1.3,86.5,986.1,0.2,-0.2,0,0,68.3
2022-09-26,5.7,86.4,90,E,-2.2,77.5,985.2,0,0,0,0,88
2022-09-27,11.4,109,90,E,-6.8,88,983.5,0,0,3,30,49.9
2022-09-28,10.6,357.8,0,N,-1.5,84.6,992.5,1.7,-1.7,0,0,77.8
2022-09-29,9.2,326.7,315,NO,0.6,91.2,988.4,0,0,2,20,35.1
2022-09-30,10.4,326,315,NO,0.1,95.1,983.4,0.3,-0.3,3,30,57.8
2022-10-01,9.2,287.8,270,O,-0.1,89.4,986.6,0,0,1,10,67.4
2022-10-02,11.1,276.2,270,O,0.5,87.7,994.2,0.1,-0.1,1,10,69.4
2022-10-03,5.6,297.1,315,NO,-0.7,81.9,1002.9,0,0,0,0,89.1
2022-10-04,3.1,42.1,45,NE,0.9,86.5,993.1,5.4,-5.4,2,20,91.4
2022-10-05,7,342.5,0,N,1.7,87.9,983.9,0.7,-0.7,0,0,72.5
2022-10-06,6.7,339.1,0,N,-0.3,93.1,984.2,0.5,-0.5,0,0,103.9
2022-10-07,7.3,298.7,315,NO,-0.4,89.7,977.5,0,0,1,10,88.7
2022-10-08,9.5,304.6,315,NO,-0.6,83.9,973.4,0,0,2,20,106.3
2022-10-09,14.8,301.6,315,NO,0.8,86,951.9,1,-1,1,10,59.4
2022-10-10,9.4,272.8,270,O,-0.4,78.1,972.4,0,0,0,0,112.8
2022-10-11,9.9,344.1,0,N,0.6,90.5,979.2,0.9,-0.9,0,0,80.6
2022-10-12,5.4,76.9,90,E,-1,89.6,972.4,0.3,-0.3,1,10,87.9
2022-10-13,7.8,251.3,270,O,-0.7,81.8,979.9,0.1,-0.1,0,0,130.9
2022-10-14,6.4,325,315,NO,-0.1,93.4,983.2,0.5,-0.5,0,0,70
2022-10-15,9.1,244.9,225,SO,0.5,86.6,977.6,0.4,-0.4,0,0,131.8
2022-10-16,11.5,276.1,270,O,0,80.4,988.5,0.2,-0.2,0,0,154.3
2022-10-17,12.9,306.7,315,NO,1.2,88.3,978,1.6,-1.6,0,0,109.9
2022-10-18,10.7,309.8,315,NO,0.4,85,978.1,0,0,0,0,191.5
2022-10-19,10.7,290.1,270,O,-0.6,79,973.9,0,0,2,20,157.9
2022-10-20,9.3,292.9,315,NO,-1,78,972.4,0,0,2,20,168.8
2022-10-21,5.8,288.6,270,O,-1.6,75.5,968.1,0,0,3,30,116.6
2022-10-22,8.3,255.3,270,O,-2.3,67.5,978.4,0,0,1,10,187.8
2022-10-23,6.6,299.4,315,NO,-0.8,76.6,991.6,0,0,0,0,210.8
2022-10-24,5.1,14,0,N,-0.9,74.8,991.6,0,0,1,10,182.8
2022-10-25,4.2,334.8,315,NO,0.6,91.3,990.8,0,0,0,0,173.1
2022-10-26,6.9,34.8,45,NE,0,80.2,986.9,0.9,-0.9,1,10,93.9
2022-10-27,13,101,90,E,-1.9,91.1,967.7,1.2,-1.2,2,20,91
2022-10-28,11.4,107.4,90,E,-4.4,90.4,968,0,0,2,20,66.9
2022-10-29,3.4,109.4,90,E,-4.1,77.1,975.4,0,0,0,0,166.3
2022-10-30,4.4,214.2,225,SO,-2.1,67.1,988.8,0,0,0,0,266.7
2022-10-31,9.2,308.7,315,NO,-0.1,88,980.2,0.7,-0.7,0,0,90.3
2022-11-01,9.4,265.5,270,O,0.1,87,984.1,0,0,0,0,80.8
2022-11-02,8.2,309.9,315,NO,0.8,92.7,992.1,0.5,-0.5,0,0,107.2
2022-11-03,9.9,315.5,315,NO,0.8,94.3,987.5,1.2,-1.2,0,0,82.5
